,number,value,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state,n_clusters
348,348,0.9313114633961626,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,7.123945506772253,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
358,358,0.9313114633961626,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,6.5673744211658445,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
372,372,0.9313114633961626,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,6.69609670642471,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
287,287,0.931144213141198,,,2.0,,,Agglomerative,,,,,,,,,,,,,,,ward,,,,1.0,LU,,,,,,,2.0,6.412399147097657,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
411,411,0.9311036667964678,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,19.0,9.516892540408367,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
496,496,0.9279692571854984,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.02916062910152,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
508,508,0.927964590138478,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,4.0,8.986766714265222,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
340,340,0.927953574301602,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,4.0,none,,,,,,,19.0,7.24730395835889,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
174,174,0.9277434309137352,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,3.0,5.541576554164104,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
176,176,0.9277434309137352,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,1.0,LU,,,,,,,3.0,6.058850193754369,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
168,168,0.9277430996776866,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.798176476740413,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
164,164,0.9277428189695625,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,LU,,,,,,,5.0,5.164445443968434,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
144,144,0.9277425605118096,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,6.0,2.83024310750383,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
155,155,0.9277425605118096,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,6.0,6.270274442632019,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
146,146,0.9277423326651668,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,5.0,LU,,,,,,,7.0,3.226272268191314,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
152,152,0.9277423326651668,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,7.0,4.654696509233404,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
124,124,0.927742132982639,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,8.0,3.29878544160969,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
133,133,0.927742132982639,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,4.103544862406999,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
138,138,0.927742132982639,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,4.045377116343318,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
64,64,0.9277419567232432,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,9.0,4.0478514987542695,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
84,84,0.9277418026956435,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,10.0,3.360505296676406,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,3.0
105,105,0.9277418026956435,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,none,,,,,,,10.0,3.8879811414302967,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,3.0
57,57,0.927741777544507,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,10.0,3.618631678068261,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
59,59,0.927741777544507,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,auto,,,,,,,10.0,1.53386600156501,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
74,74,0.927741777544507,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,LU,,,,,,,10.0,3.599254646940582,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
115,115,0.927741777544507,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,10.0,3.036190056963703,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
82,82,0.9277416333459032,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,11.0,2.875340059493418,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
94,94,0.9277416333459032,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,2.7649261609318856,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
103,103,0.9277416333459032,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,11.0,2.060809395483476,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
117,117,0.9277416333459032,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,11.0,3.691710954690149,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
72,72,0.927741491199123,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,2.4508372194138928,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,3.0
55,55,0.9277414903252392,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,8.0,QR,,,,,,,12.0,1.9705768687468208,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
62,62,0.9277414903252392,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,0.181037700861954,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
112,112,0.9277414903252392,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.7225059216876994,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
529,529,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.337159833424415,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
531,531,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.257595102028349,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
538,538,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.606695950667644,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
551,551,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.65825968188784,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
556,556,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.711487516833332,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
560,560,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.67838941903982,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
568,568,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.36646241139613,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
634,634,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.729983507340634,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
640,640,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.993518848444523,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
641,641,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.80415638313766,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
642,642,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.576044754189423,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
647,647,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.606019867313575,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
650,650,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,4.826905629024925,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
666,666,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.6601016549087,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
673,673,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.834039058812152,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
828,828,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.9988039649632,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
837,837,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.745245082960851,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
860,860,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.385334151619174,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
868,868,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.50776986211726,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
892,892,0.9267847662589,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.508732299331994,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
884,884,0.9262335527482491,,l2,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,7.0,9.991512521210796,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
795,795,0.925148397890556,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,10.0,9.52489023216613,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
434,434,0.9202009670544156,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,4.0,9.99728256515509,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
374,374,0.9201825094279796,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,7.135728258736685,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
402,402,0.9201825094279796,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,18.0,9.377939423436526,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
680,680,0.9182648420948172,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,14.0,9.991654490628363,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
847,847,0.9182648420948172,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,14.0,9.997866714872137,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
717,717,0.9182565140400012,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,9.0,none,,,,,,,3.0,9.613101561426165,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
703,703,0.9181809912865072,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,14.0,none,,,,,,,3.0,9.312749629174515,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
678,678,0.9178560610036308,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,17.0,none,,,,,,,3.0,4.982560829804064,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
909,909,0.9123251463359368,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,2.0,9.834083730252251,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE,2.0
935,935,0.9123251463359368,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.827456014409496,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE,2.0
960,960,0.9123251463359368,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.675973579819702,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE,2.0
988,988,0.9123251463359368,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,none,,,,,,,2.0,9.540260058096711,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE,2.0
989,989,0.9123251463359368,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,none,,,,,,,2.0,9.807728906037063,,PCA,full,,,,,,,,,,,,,,,True,,COMPLETE,2.0
956,956,0.9123251463359364,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,auto,,,,,,,2.0,9.692627346735913,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
981,981,0.9123251463359364,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,auto,,,,,,,2.0,9.501774767485214,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
902,902,0.912325146335936,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,QR,,,,,,,2.0,9.86971697896756,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
95,95,0.9098969197226692,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,10.0,3.871146524955467,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,4.0
88,88,0.9098967310888192,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,11.0,2.86301772736689,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,4.0
106,106,0.9098967310888192,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,8.0,QR,,,,,,,11.0,3.3696110786515563,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,4.0
42,42,0.9098963906292362,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,13.0,QR,,,,,,,13.0,6.887012095632648,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,4.0
37,37,0.9098962457454386,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,13.0,QR,,,,,,,14.0,5.517505418366133,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,4.0
41,41,0.9098962456949156,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,14.0,QR,,,,,,,14.0,5.726903313822999,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,4.0
34,34,0.9098959784708176,,l1,4.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,14.0,QR,,,,,,,16.0,6.843654736492377,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,4.0
520,520,0.9093552803539986,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.586280271312718,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
460,460,0.909350602576147,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.843917777446508,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
466,466,0.909350602576147,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.97109994677486,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
471,471,0.909350602576147,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.557845730911122,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
480,480,0.909350602576147,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.69535138302171,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
488,488,0.909350602576147,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,8.815033323260248,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
502,502,0.909350602576147,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,2.0,none,,,,,,,3.0,9.015288326783423,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
512,512,0.9093506015986996,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.105579393427226,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
524,524,0.9093506015986996,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.45118525246398,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
396,396,0.9091204082920435,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,4.0,none,,,,,,,17.0,9.796708924707012,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
77,77,0.9090738781040796,,manhattan,5.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,8.0,3.533907735462656,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,5.0
32,32,0.9090726012465928,,l1,5.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,15.0,QR,,,,,,,15.0,7.054640696663859,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,5.0
31,31,0.908694189452492,,l1,6.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,15.0,QR,,,,,,,14.0,5.792019128313546,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,6.0
877,877,0.9084260833402812,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,10.0,9.680589174558364,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,3.0
821,821,0.9036561553303653,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,10.0,none,,,,,,,9.0,9.81083655266483,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE,2.0
286,286,0.903125576250099,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,6.945196075371512,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
296,296,0.903125576250099,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,6.709696052461736,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
438,438,0.903125576250099,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.710316089073682,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
448,448,0.903125576250099,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.57733390207656,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
453,453,0.903125576250099,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,3.0,9.991760913028855,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
281,281,0.9031218863871514,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,none,,,,,,,2.0,8.920096579526422,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
307,307,0.903113007747847,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.7901523111435855,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
347,347,0.903113007747847,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,7.284938272261272,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
385,385,0.903113007747847,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.306370399687655,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
389,389,0.903113007747847,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,6.338551085005789,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
416,416,0.903113007747847,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.610633504333672,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
423,423,0.903113007747847,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,18.0,9.94521639211292,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
323,323,0.9031105265837848,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,17.0,6.702109171519016,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
301,301,0.9031105263318424,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.985644829472029,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
382,382,0.9031105263318424,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,18.0,6.135027588687301,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
445,445,0.9031094187189572,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,19.0,none,,,,,,,4.0,9.830928987041723,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
371,371,0.9031093841290714,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,5.0,none,,,,,,,18.0,6.882348944309332,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
399,399,0.9031093841290714,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,5.0,none,,,,,,,18.0,8.965045269917635,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
357,357,0.9031093834900557,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,20.0,7.305497832156314,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
360,360,0.903106911034047,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,4.0,none,,,,,,,15.0,6.417829678919796,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
319,319,0.9031069101721442,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,7.138865372447167,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
331,331,0.9031069101721442,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,3.0,none,,,,,,,16.0,6.228092215510197,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
310,310,0.903106909776608,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.256690957029565,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
327,327,0.903106909776608,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.416543970961702,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
209,209,0.9028471814918264,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.285191433964652,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
214,214,0.9028471814918264,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.924975223960889,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,3.0
225,225,0.9028471814918176,,euclidean,3.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,8.453466311954354,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,3.0
